"A1" "A2" "A3" "B1" "B2" "B3"
"100507235" 0 0 0 0 0 4
"57585" 2587 2810 3105 2189 2054 2604
"90861" 68 82 133 2176 2677 2751
"23162" 15404 17300 16283 3634 4061 4655
"100423012" 11 18 0 2 0 4
"4832" 1519 1183 1167 1137 1073 1261
"65993" 1271 1150 1011 2897 3256 3984
"197342" 389 393 441 601 726 806
"90864" 5533 4592 5368 2057 1991 2472
"10101" 986 709 770 1440 1583 1916
"3483" 28 32 11 16 20 8
"3029" 742 559 563 2959 3019 3582
"81889" 76 45 37 1613 1856 1901
"254528" 0 0 8 10 6 5
"64735" 0 0 0 0 0 0
"64711" 0 0 0 0 0 0
"51734" 860 1261 1426 2654 2647 3449
"6123" 0 0 0 2 0 0
"4716" 2122 1683 1624 2601 2825 3712
"6187" 75313 58016 46895 34756 38470 45704
"574042" 3 3 4 7 13 6
"26784" 63 38 67 9 21 28
"735301" 101 20 113 63 44 43
"677844" 17 12 14 10 5 14
"146310" 0 0 0 0 0 1
"10607" 939 855 745 1618 1635 1848
"124056" 62 110 80 30 44 50
"2671" 1411 1078 1440 935 872 1190
"9143" 26 6 46 11 37 19
"90850" 7497 5576 6285 2324 2110 2471
"283869" 2 0 1 16 36 10
"9351" 134 219 191 119 104 173
"4913" 115 51 72 293 276 352
"7249" 2800 3200 3480 3255 3548 3701
"5310" 2899 4592 3475 5701 6788 7842
"100188847" 0 0 0 0 0 0
"100287400" 2 8 2 16 6 7
"25837" 12 1 3 12 7 0
"100507303" 124 57 76 42 45 87
"26788" 0 0 0 6 5 0
"84231" 4212 3554 3480 5032 4761 6588
"57524" 4 6 4 36 12 12
"64223" 1116 843 892 2247 2162 3214
"283870" 118 106 75 235 293 244
"283871" 2401 2125 1714 4220 4406 4920
"1877" 1453 1551 1807 1310 1392 1428
"1775" 13 19 54 38 26 31
"1632" 1190 711 785 1821 1741 1906
"10921" 9153 5915 6761 4072 4548 5016
"100126328" 0 0 0 12 6 7
"21" 88 44 97 864 659 904
"650655" 0 0 6 2 0 1
"899" 94 68 78 368 355 797
"80178" 6 0 0 105 153 118
"4917" 0 0 0 13 54 19
"57465" 247 285 415 1110 1418 1814
"527" 24095 18875 16921 28710 31166 38558
"51005" 889 584 802 2930 4088 3779
"752014" 145 135 194 398 696 550
"100422974" 0 18 5 3 33 8
"5170" 7011 9335 6058 5056 5363 6704
"652276" 159 135 93 174 180 207
"645644" 117 167 267 145 174 343
"100507321" 926 678 630 1163 1187 1440
"54442" 2919 2979 2516 5654 5820 7643
"83886" 2 12 32 12 50 16
"100128788" 16 19 10 33 26 19
"23524" 70794 71246 91968 36187 37230 44353
"6923" 5185 3772 3144 4544 5586 7927
"260429" 1 13 10 2 10 0
"360226" 0 0 0 2 0 0
"10942" 69 74 25 134 181 209
"124220" 103 67 106 38 40 68
"124221" 0 2 0 4 18 6
"64063" 0 1 0 8 4 11
"114984" 163 156 194 241 325 281
"84256" 1769 2000 4433 1824 2082 3164
"79412" 20 3 22 168 213 233
"124222" 407 378 504 1766 2053 2093
"9088" 14 6 0 103 192 368
"283875" 3 0 0 12 12 31
"100507378" 0 0 0 0 0 0
"9080" 2 43 8 125 81 85
"9074" 0 0 0 2 0 4
"51330" 1428 337 399 1627 1178 1826
"54985" 782 594 541 1066 1352 1206
"79228" 1054 754 834 946 1148 1141
"146439" 0 2 16 0 0 0
"100128770" 11 0 3 6 4 4
"64386" 1906 1137 785 389 471 160
"100507419" 222 199 191 119 99 90
"9235" 308 127 154 28 48 31
"84891" 0 10 0 0 1 4
"81854" 12 4 0 16 19 9
"7755" 138 101 166 374 461 494
"100507458" 39 45 66 37 76 69
"7760" 376 187 372 1212 1136 1346
"4992" 0 0 0 0 0 0
"26184" 0 0 0 0 0 0
"7752" 16 57 58 402 464 415
"4210" 3779 3910 4616 230 497 377
"283876" 98 166 101 119 135 130
"10127" 626 1035 737 1397 1562 1623
"91151" 24 22 37 160 205 209
"7627" 105 133 68 719 617 609
"4993" 0 0 0 0 0 5
"100463285" 0 0 0 0 0 0
"54925" 39 99 60 425 629 540
"7727" 120 99 141 358 335 463
"146434" 130 116 119 186 273 314
"79903" 4363 4177 4546 3380 3973 4103
"646174" 4 2 0 2 0 0
"23059" 80 48 35 232 256 353
"197358" 201 233 231 57 33 31
"84464" 333 322 409 883 1207 1233
"1773" 48 29 73 230 193 298
"10131" 825 889 877 3106 3791 4512
"1387" 13050 11945 12322 5282 6445 6302
"115" 1231 1225 1017 1564 1748 1619
"6345" 0 0 0 4 4 4
"100507501" 25 17 28 66 27 83
"7023" 191 321 299 167 163 209
"84662" 88 162 115 153 146 95
"51025" 413 427 459 451 373 546
"79585" 16055 17719 16072 5987 7662 7120
"114990" 190 334 217 52 62 100
"9093" 315 182 365 1746 1892 2142
"57407" 579 423 477 832 803 1353
"3163" 439 443 459 2509 2751 3044
"100507519" 8 20 37 0 0 4
"29965" 931 957 620 2327 2623 2754
"342346" 4 29 5 19 12 34
"124402" 1910 1243 1185 1497 1706 2036
"23295" 9171 7856 8376 6936 7131 8479
"100507570" 9 15 24 13 2 31
"84309" 1014 745 769 1453 1403 1761
"124401" 183 253 283 313 358 435
"146562" 0 4 20 24 45 50
"26048" 132 274 230 322 342 459
"124404" 0 38 46 0 2 10
"440335" 34 80 82 13 10 9
"79641" 3600 3678 4630 1846 2091 3407
"84656" 3701 4598 4849 6113 7370 8190
"29855" 6853 5549 6561 3728 4591 5155
"5493" 29 64 16 42 63 28
"9717" 2 2 4 6 0 6
"51172" 1531 1083 1633 3944 3093 4590
"100507589" 0 0 0 20 24 32
"146556" 0 0 0 15 16 14
"56052" 216 114 130 1064 1160 1268
"196483" 67 11 36 324 292 496
"54715" 0 0 0 0 0 0
"440337" 0 0 0 0 0 0
"100507627" 0 0 0 0 0 0
"283953" 0 0 0 2 0 20
"79091" 820 719 572 602 776 762
"18" 266 507 641 1246 1625 1120
"25880" 32 27 38 285 273 317
"5373" 394 491 414 2123 2666 2904
"23589" 1553 1479 783 866 836 952
"100507655" 27 56 14 23 47 30
"7874" 12854 9592 10273 5915 6604 6962
"100287598" 10 20 5 0 0 0
"29035" 8771 6112 6675 2646 3093 3054
"100505487" 36799 25010 32618 2669 3291 3384
"100313938" 0 0 0 0 0 0
"2903" 0 0 0 0 0 0
"100287628" 190 113 182 44 99 48
"80063" 67 38 135 201 205 195
"2013" 0 0 0 16 18 56
"146279" 4 4 2 0 2 4
"4682" 864 791 813 858 1311 1073
"780776" 126 149 305 46 51 77
"4261" 3316 4261 5111 4327 7286 4728
"28955" 249 360 587 682 921 797
"100505564" 195 293 149 135 112 118
"23274" 1190 1058 1267 1954 2398 2885
"8651" 38 14 36 154 180 113
"7142" 0 0 0 0 0 0
"58531" 0 0 0 0 0 4
"5620" 0 0 0 0 0 0
"5619" 0 0 0 0 0 0
"116028" 8 4 13 60 75 403
"388210" 42 11 20 72 123 78
"400499" 34 71 84 144 262 146
"100505618" 0 15 6 8 8 6
"9516" 16933 18651 9698 30741 43752 43304
"8303" 12491 13581 11625 1781 2095 2404
"51061" 8598 6712 7218 6616 7557 9578
"29066" 5059 5648 4686 2683 2902 3216
"400500" 6 0 0 0 0 0
"26156" 8322 5817 5971 6608 6986 9185
"2935" 2327 1562 1908 7800 7579 9409
"608" 0 0 0 1 0 0
"84127" 662 622 623 294 500 594
"92017" 3900 4464 4107 2392 3425 4085
"642696" 5 8 16 6 9 6
"55313" 7664 5913 8072 4126 5754 5525
"729993" 0 0 2 0 0 0
"2072" 124 141 171 886 798 972
"100505672" 27 37 2 13 10 16
"57496" 114 130 231 1277 1480 1805
"100505691" 0 0 0 0 0 0
"100129781" 0 0 2 0 0 0
"574455" 0 0 2 0 0 0
"100126355" 0 0 0 0 0 0
"5073" 609 653 712 1363 1698 1955
"51283" 1234 1182 857 2241 2500 3218
"8399" 6 6 4 9 4 13
"642778" 28 0 8 37 4 5
"642799" 1 5 1 6 10 6
"730013" 0 0 1 0 0 0
"23420" 370 928 1310 2027 4060 4945
"100422960" 0 0 0 0 3 0
"100422870" 0 0 0 0 0 0
"100288162" 173 246 163 143 310 285
"9284" 75 300 355 148 403 893
"23042" 2513 2711 3246 6571 7085 9583
"123803" 1300 1040 1130 2674 3420 4447
"54700" 2509 1714 3090 1637 1978 2282
"100505915" 31 23 33 39 86 74
"100288332" 79 79 2 177 144 12
"255027" 18 38 27 8 45 16
"89927" 8 54 58 295 229 270
"9665" 4175 6063 6166 5012 5592 5659
"54820" 1364 1512 1818 933 889 797
"619553" 0 0 0 0 0 0
"4629" 124 337 545 65 75 84
"100506151" 36 50 139 11 22 25
"123811" 705 677 582 1377 1537 2003
"4363" 3190 2917 3457 5274 5855 6721
"368" 322 198 409 183 106 162
"408050" 332 317 427 455 675 1878
"100422886" 0 0 0 0 0 0
"100422956" 0 0 0 0 0 0
"339044" 1419 1056 1436 1520 1563 1630
"100288368" 6 2 2 3 0 8
"100506074" 77 71 18 22 44 151
"64131" 5268 3196 5048 1897 1623 2143
"100506171" 0 1 6 0 0 0
"100506193" 13 19 12 338 60 19
"100506250" 15 15 8 321 10 19
"100422836" 0 0 0 0 0 0
"100423006" 0 0 0 1 8 0
"283820" 628 1093 1399 2888 2685 5220
"653190" 4 0 6 2 2 2
"6210" 25109 17542 15053 8259 8960 11988
"23204" 8013 4226 4819 12684 13756 19705
"23049" 6412 8254 8676 8355 10491 10049
"79905" 0 0 0 0 0 6
"10229" 166 96 144 682 853 960
"162073" 1029 1850 2154 6603 6078 6561
"51760" 61 53 80 300 336 322
"728276" 0 0 0 0 1 0
"79838" 6 4 0 6 10 2
"51573" 3077 2969 2547 4891 4583 7860
"9738" 898 1137 1246 677 801 731
"57020" 1073 903 1020 3419 4204 4671
"400506" 45 37 59 304 538 413
"124152" 32 28 30 128 113 173
"51704" 28 14 18 32 106 202
"124274" 0 0 0 0 0 0
"2813" 0 0 0 0 0 0
"7369" 0 0 0 0 0 0
"204474" 0 0 0 0 0 0
"54988" 0 6 0 107 340 277
"123876" 0 0 0 0 0 0
"348158" 0 0 0 0 0 0
"116285" 31 3 10 18 24 26
"55623" 2200 2264 2376 2222 2558 2726
"6296" 95 88 57 29 57 43
"112479" 20 29 26 823 759 869
"81691" 26 8 30 120 150 244
"123879" 550 547 283 631 794 972
"100506372" 15 40 80 0 9 2
"57149" 564 299 462 660 813 871
"55567" 10 0 2 33 22 11
"57146" 365 272 311 715 817 1271
"7783" 0 0 0 0 0 0
"257629" 0 0 3 2 0 0
"1428" 0 0 0 21 31 35
"400508" 2 0 0 93 39 116
"400509" 15 0 0 18 21 32
"23117" 731 880 1289 545 643 818
"100190986" 23 36 106 35 25 30
"100506395" 5 3 19 7 5 8
"100271836" 1657 1478 1710 450 374 381
"387254" 675 485 554 198 215 330
"51108" 11762 10553 8574 9745 13347 18499
"10261" 875 552 695 17331 18794 17053
"146183" 0 2 10 105 200 202
"730092" 259 426 331 488 455 445
"440345" 415 387 714 380 261 354
"7385" 5313 4794 4212 9090 10762 12265
"255762" 6 6 4 0 4 0
"730094" 49 35 111 352 329 375
"100506442" 8 13 23 55 59 43
"146177" 4 18 15 20 13 1
"100288072" 0 0 0 0 13 0
"29904" 620 600 689 3120 3790 4981
"55718" 1416 1075 1502 1126 1147 1352
"1039" 1012 743 814 1243 1239 1336
"100131998" 358 249 280 490 520 606
"641298" 883 832 1157 294 300 474
"100506541" 73 72 116 61 67 66
"100506520" 64 82 167 65 90 68
"100132247" 1879 2108 3337 1497 1683 1988
"653786" 0 8 10 81 90 218
"9956" 0 0 0 104 431 250
"57478" 415 243 521 900 1055 1084
"6340" 0 0 0 0 0 0
"6338" 0 0 0 0 0 0
"91949" 416 439 630 1085 1157 1208
"23062" 10949 6895 7575 6936 8728 12033
"124454" 203 166 212 1671 1656 2256
"56061" 841 666 1133 1665 1927 2342
"4706" 842 565 683 3158 3405 4144
"79728" 263 287 364 833 860 984
"84516" 2993 1902 2724 4191 3354 4979
"100506587" 125 101 153 369 313 294
"5347" 88 32 57 286 367 787
"10595" 0 0 0 6 1 8
"63928" 0 0 0 0 0 0
"5579" 10066 9805 12842 5421 5497 6484
"10368" 0 0 0 0 0 0
"5930" 8946 6814 9029 2970 3535 3928
"400511" 3 0 0 0 0 3
"27327" 1840 3491 2672 2363 2877 2826
"115584" 3 25 9 4 21 21
"55114" 3059 3726 4164 5401 6055 6768
"554206" 0 0 0 23 23 11
"51451" 387 386 387 1024 1072 1204
"100506655" 46 38 35 5 16 12
"343" 5 7 8 0 6 10
"342357" 285 401 357 220 279 331
"9951" 0 0 0 0 0 0
"100422923" 0 0 0 0 0 0
"162083" 0 0 0 0 0 0
"79831" 26 81 68 179 167 216
"197370" 864 494 483 1372 1457 1647
"400512" 0 0 0 4 8 9
"3566" 5088 4619 4915 7327 8136 7895
"50615" 60 71 89 2955 4741 2566
"283888" 0 0 0 22 38 26
"2975" 2326 2290 1748 3807 3807 4476
"23247" 1800 1782 2050 1440 1486 1754
"146395" 3 0 0 0 0 0
"23214" 7011 8261 6809 5303 7619 7553
"100506705" 0 0 0 0 0 0
"388228" 23 41 26 9 12 19
"728741" 7 7 2 2 0 7
"388237" 0 0 0 0 0 0
"728689" 115 73 147 72 81 153
"1201" 3283 3987 3401 5681 6773 6518
"55911" 6181 6889 6263 15655 17010 17838
"246778" 104 184 253 44 61 48
"26471" 0 2 0 395 632 1102
"112869" 767 795 323 506 598 595
"6799" 64 46 40 23 27 27
"6817" 4967 3067 2283 1678 1926 1804
"728734" 1 4 2 5 3 1
"8663" 656 449 468 859 981 801
"100507607" 0 0 0 0 0 0
"100506786" 1 0 4 2 1 0
"11273" 19802 15810 19049 8106 9179 10395
"7284" 7840 4861 5526 8509 8355 11202
"25970" 3405 3623 4418 2449 2852 3177
"487" 125 109 150 67 91 76
"100289092" 0 1 0 2 20 5
"79874" 700 769 969 1806 2333 2308
"930" 27 67 75 12 35 42
"84901" 3359 4317 5721 2656 2845 3718
"83985" 6565 7236 7299 7876 8186 12408
"27040" 438 439 479 2284 1126 1622
"653390" 963 953 1009 128 178 224
"100506862" 95 141 107 16 33 84
"440352" 378 822 634 78 70 102
"728888" 231 367 628 163 279 243
"100506875" 9 28 34 9 5 8
"100506830" 47 58 50 25 62 56
"606724" 33 22 18 0 2 8
"552900" 110 100 107 161 116 158
"79008" 12 76 4 8 23 14
"445329" 57 42 18 72 38 10
"388242" 0 34 1 0 33 0
"440354" 1127 937 1020 300 375 165
"81893" 433 137 185 27 31 70
"6693" 1646 2178 2149 23026 24645 32483
"23475" 106 63 100 471 555 557
"283897" 1932 4896 4204 2116 1705 2352
"653808" 0 0 0 0 0 0
"3835" 1458 1291 1478 1015 915 1626
"4150" 10590 10339 8486 9739 11880 15272
"112476" 0 32 26 33 28 60
"79447" 616 893 781 2081 2427 2468
"9961" 8207 8921 11370 12491 15668 13973
"10423" 1639 1681 1971 5412 5997 7047
"440356" 0 0 0 0 2 0
"26470" 8 2 0 871 512 911
"253982" 0 0 2 2084 1870 1997
"253980" 419 501 693 1002 1295 1221
"124446" 3621 3130 3189 4683 5521 5948
"9344" 2306 2380 2358 3544 3695 4168
"8479" 151 115 65 647 620 682
"283899" 1518 1180 1108 1050 1232 1238
"8448" 19 23 25 52 65 49
"146378" 0 0 0 0 0 0
"83723" 0 0 0 0 0 1
"226" 61616 45784 39012 70505 72536 88015
"5531" 6297 5113 4365 4135 4952 5732
"6911" 50 22 41 40 44 29
"83719" 5428 5214 5389 1771 1603 1963
"100271831" 37 27 50 0 3 3
"100506914" 8 13 2 17 8 0
"79153" 89 253 114 15 58 24
"5595" 3033 2569 1962 1411 1661 1849
"11151" 35534 29337 32509 6308 8830 9741
"654483" 10 4 44 4 24 9
"548593" 266 203 275 242 215 295
"6818" 9 34 58 18 155 298
"613038" 163 107 90 50 68 146
"613037" 107 328 290 152 129 142
"595101" 341 946 605 98 211 361
"10421" 2861 2911 3405 3931 4714 5633
"26000" 3536 3616 2887 4799 5344 5869
"29895" 20 11 12 48 33 72
"1731" 536 416 293 200 103 107
"197407" 70 148 68 168 169 169
"51333" 7 6 0 157 129 196
"79077" 290 230 221 1769 1979 1983
"22928" 1259 1212 1209 10302 11931 15380
"3683" 13227 14195 19310 11900 14906 17128
"100506928" 12 26 41 7 16 28
"79724" 865 691 787 1778 1999 2040
"100506960" 38 52 100 190 159 191
"65988" 247 252 244 570 613 562
"100506973" 10 2 2 57 61 66
"92595" 292 328 419 421 351 369
"146542" 274 343 381 401 352 576
"146540" 97 167 260 156 215 259
"115509" 597 570 534 598 414 699
"78994" 3528 3258 3318 2384 2320 2219
"100506988" 3457 2743 3527 1079 1311 1303
"64319" 13661 10197 13698 4592 4990 5416
"730183" 118 55 91 60 70 79
"10847" 8791 11128 11570 8532 9520 10324
"677813" 8 14 4 2 1 8
"5261" 2577 2331 2502 1433 1549 1594
"90835" 119 89 81 37 79 28
"9810" 5521 5549 5299 5525 6269 6986
"23361" 748 1387 983 886 926 1115
"9274" 1408 991 857 1340 1300 1781
"100313837" 0 0 0 0 0 0
"1489" 28 10 53 4 2 12
"283932" 70 63 85 634 574 552
"54620" 799 658 689 1758 2158 2034
"93129" 630 841 731 2167 2784 3005
"9739" 7418 6522 7746 3100 2937 3519
"80270" 87 156 57 12969 17701 17981
"112755" 44 88 76 295 274 187
"6810" 3563 4205 3380 6555 7430 9073
"79759" 1569 1103 1351 1144 1509 1495
"9726" 573 906 857 1754 1615 1717
"339105" 263 371 339 392 409 234
"79001" 909 713 587 3628 4544 4819
"10295" 3317 2596 2354 4100 4633 4425
"84148" 3458 3433 3831 1955 1803 2273
"100507092" 386 597 739 114 97 129
"5652" 16 43 33 8 8 0
"146547" 109 86 90 361 500 349
"2521" 11567 10850 15171 9021 11118 12542
"29108" 5546 3857 3459 6322 7401 7968
"493829" 2 16 20 61 83 27
"260434" 8 0 3 0 8 0
"3684" 22768 20137 21956 37361 44237 50491
"3687" 30043 34325 27712 60965 77766 75154
"3681" 0 6 18 13 14 9
"1339" 0 0 0 0 0 0
"100507110" 29 32 92 128 133 208
"283933" 0 2 0 16 0 12
"79798" 1271 697 1469 1050 918 1103
"7041" 30 14 14 44 25 48
"6524" 6 6 2 2 2 6
"100507155" 0 0 0 2 0 0
"64755" 1154 837 948 2208 2077 2984
"100128371" 0 0 2 0 1 2
"51327" 4 0 4 0 0 0
"440359" 35 13 8 41 18 49
"100132341" 59 45 48 0 6 8
"124411" 27 101 54 283 284 485
"10308" 2415 2246 2615 2680 2644 3334
"100133023" 0 0 0 0 0 0
"388248" 0 0 0 0 0 0
"100289290" 0 0 0 0 0 0
"440362" 0 0 0 1 16 0
"729264" 0 6 0 2 12 0
"100507221" 0 0 0 0 0 0
"390705" 0 0 0 0 0 0
"24150" 0 0 0 0 0 0
"386757" 0 0 0 1 3 1
"100132941" 0 0 0 0 0 0
"388255" 0 0 0 0 0 0
"653550" 0 0 0 0 0 0
"729355" 0 0 0 0 1 0
"401847" 0 0 0 12 0 0
"390714" 0 0 0 0 0 0
"440361" 0 0 0 0 0 0
"100132143" 0 0 0 0 0 0
"649159" 0 0 0 0 0 0
"100302162" 0 0 0 0 0 0
"100505948" 0 0 0 0 0 0
"162137" 0 0 0 0 0 0
"606551" 16 38 26 32 44 61
"283914" 0 0 0 0 0 0
"146481" 0 0 0 0 0 0
"100130700" 0 0 0 0 0 0
"400533" 0 0 0 0 0 0
"124149" 0 0 0 0 0 0
"79801" 222 200 385 246 360 622
"55737" 1414 1497 1274 6789 7894 8845
"23594" 59 24 48 126 121 292
"91807" 9 0 13 30 22 21
"388272" 1716 1206 1512 423 523 634
"84706" 115 110 131 1057 1053 1608
"10294" 4813 3438 3471 3177 3591 4009
"81831" 594 454 496 2079 1935 2220
"81533" 1179 835 863 2916 3288 3922
"5257" 1390 2003 2036 2268 2764 3173
"100507534" 0 0 0 0 0 0
"94160" 0 0 0 0 0 0
"85320" 0 2 14 0 4 4
"83752" 1497 1700 2357 3098 3880 3923
"100507577" 507 670 1071 407 448 583
"6477" 523 585 889 327 462 540
"9683" 2083 2559 2764 3963 6653 4662
"869" 0 0 0 6 0 0
"123970" 0 0 0 0 0 0
"23090" 0 0 0 4 20 2
"255919" 4882 3621 3972 1534 1676 1588
"55027" 4027 3048 3333 2092 2836 2917
"100505488" 43 31 70 17 11 7
"64282" 10292 3220 3421 1640 1650 1750
"113" 10644 10239 13208 20875 27558 24660
"29117" 2475 1474 2271 2341 2272 3045
"85407" 2 9 14 17 10 11
"124460" 1152 1300 1519 1966 2189 2385
"64127" 9335 6670 7997 890 1262 1677
"1540" 11956 10821 13937 4400 4362 4263
"6299" 0 0 0 0 0 0
"100505574" 0 0 0 0 0 0
"388276" 0 0 0 0 0 0
"100505619" 0 0 0 0 0 0
"100505649" 0 0 0 0 0 0
"27324" 0 0 0 0 0 0
"643714" 0 0 0 0 0 0
"80205" 2169 2497 3049 7554 8180 8457
"643802" 176 88 134 4 4 6
"5934" 3621 4028 3901 3582 3989 4556
"64400" 207 207 187 363 391 522
"23322" 0 0 14 54 46 78
"79068" 379 332 428 976 1107 1216
"100505692" 4 0 6 0 6 2
"79191" 2 0 2 0 0 2
"643911" 8 4 6 40 44 84
"10265" 6 0 0 6 0 0
"100132339" 0 0 0 0 0 0
"79190" 0 0 0 0 0 0
"4313" 0 0 0 389 465 1418
"54947" 2453 2290 3248 14234 17475 16185
"84290" 0 18 14 38 44 11
"6530" 0 0 0 0 0 0
"390732" 0 5 1 2 1 2
"51716" 117 382 111 71 443 282
"1066" 4000 4159 2075 1391 4580 3967
"221223" 0 0 0 0 0 0
"283856" 0 0 0 0 0 0
"100505709" 0 0 0 0 0 0
"2775" 18 6 16 9 4 0
"26077" 0 0 0 0 0 0
"100505722" 0 0 0 0 0 0
"267" 6996 7759 8106 8597 9309 12646
"11051" 2699 2422 2256 2557 3042 3360
"55239" 237 172 240 1861 2190 2234
"583" 524 773 559 1142 1533 1791
"84560" 0 0 0 0 0 0
"4504" 0 0 0 0 0 0
"4502" 5201 788 1524 7246 3751 5978
"4500" 0 0 4 27 8 15
"4493" 141 10 29 708 197 436
"4499" 2 0 0 105 18 29
"4489" 0 0 0 0 0 0
"326343" 0 0 0 10 3 6
"4490" 0 0 0 0 0 0
"4494" 130 40 27 1166 716 1377
"4495" 18 4 0 1258 228 1067
"4496" 0 0 0 433 69 336
"644314" 0 0 0 0 0 0
"4501" 360 182 188 869 398 915
"100505742" 0 0 0 0 0 0
"9688" 2487 2118 2859 2485 2782 3135
"406930" 0 0 0 0 0 0
"6559" 0 2 0 2 0 0
"9709" 15278 10896 12467 5713 5315 7262
"1071" 55 14 66 0 8 6
"84166" 7171 9941 13196 3138 3328 2909
"221184" 2305 2029 1907 2154 2549 3646
"80011" 1872 2348 2763 2946 3375 3940
"89970" 440 474 302 726 817 962
"23568" 1988 1432 1513 2857 3267 3926
"51090" 20 14 10 4 8 6
"6367" 0 0 0 5771 1441 2521
"6376" 0 0 0 0 0 4
"6361" 0 0 0 250 82 38
"57019" 1196 964 903 1427 1585 1863
"57017" 308 184 282 1700 1635 2211
"5432" 2359 1923 1843 2067 2144 2630
"55715" 16 26 2 59 22 42
"92922" 0 0 8 0 0 0
"221188" 28 26 26 18 10 13
"9289" 246 148 49 4 0 4
"222487" 550 187 342 0 0 0
"84229" 8 18 0 14 2 10
"10300" 1461 1008 1050 1140 1098 1285
"3801" 175 76 15 5513 5481 6775
"388282" 0 0 0 1 0 0
"1258" 0 0 1 3 0 0
"374739" 0 0 0 0 0 0
"57567" 1028 1115 1550 917 796 1046
"79650" 2040 1651 2334 3185 3164 3300
"4324" 17 0 8 160 116 107
"29105" 486 429 741 658 719 892
"1459" 1043 1017 1152 1302 1365 1815
"100505792" 315 418 408 255 339 303
"29070" 0 10 0 8 2 20
"221191" 0 0 0 0 0 0
"64785" 31 42 32 225 157 261
"65009" 4 4 8 84 10 16
"100505804" 0 0 0 2 0 0
"79918" 190 229 280 371 392 418
"23019" 3477 3454 4468 9753 11702 12771
"677827" 0 2 0 0 1 0
"100287593" 0 0 0 5 5 5
"677830" 2 9 7 10 10 4
"55238" 324 312 447 1901 2602 2832
"2806" 596 460 467 4117 4484 5617
"644649" 0 0 0 0 0 0
"729159" 0 0 0 0 0 0
"1006" 0 0 0 0 0 0
"100302738" 0 0 0 0 0 0
"1009" 0 0 0 0 0 0
"283867" 0 0 0 0 0 0
"1003" 16 8 0 21 20 57
"100505865" 20 14 18 60 36 64
"146227" 67 72 71 531 487 855
"400539" 36 71 27 2 40 20
"7084" 1154 1532 1168 1758 2376 2661
"51192" 1170 1005 898 5916 5679 7416
"113540" 47 104 34 253 316 308
"146225" 168 106 75 35 45 69
"123920" 7269 6898 5846 9900 12244 11857
"146223" 815 1686 1600 1101 1182 1470
"1783" 4611 6054 5876 5051 5637 6171
"283847" 0 0 0 2 0 0
"8883" 579 444 804 1088 900 1278
"100505908" 0 0 0 0 0 0
"766" 0 0 0 1 2 0
"57546" 18 0 4 368 254 346
"100505926" 4 0 16 102 69 69
"1014" 0 0 0 0 0 2
"6236" 145 101 308 90 76 33
"51647" 1449 1145 1123 1705 2019 2133
"8824" 910 1134 1004 2662 3025 3148
"23491" 24 68 22 73 154 81
"283848" 511 539 573 600 664 677
"865" 2453 2028 1908 4216 5644 6223
"80262" 3223 4373 5135 2473 2705 3104
"84752" 36 11 19 222 175 121
"8717" 611 469 690 1743 1798 1944
"55336" 174 136 110 165 234 232
"3299" 435 527 590 266 449 404
"8996" 169 228 266 570 451 493
"653319" 705 562 642 1195 1463 1329
"283849" 45 77 97 64 85 44
"1874" 4114 3899 3984 3697 4023 4835
"79767" 112 147 197 265 223 341
"442901" 0 0 0 0 0 0
"26231" 129 88 97 171 247 222
"29100" 447 325 340 1420 1510 1834
"29109" 5587 5423 6079 9943 10183 9650
"6553" 56 43 77 168 180 150
"25894" 113 66 130 1077 1091 1114
"146212" 0 8 0 8 4 2
"55282" 16 35 21 2 0 0
"51673" 621 665 924 4 4 0
"29800" 562 716 785 81 149 91
"3291" 24 14 29 36 56 27
"9114" 6920 6932 4802 16884 22067 26582
"181" 17 13 8 36 134 293
"100505942" 8 0 9 16 26 6
"79567" 9482 13246 13193 6778 7889 8251
"10664" 2220 1930 2210 2606 2567 2808
"146206" 328 218 185 88 24 38
"65057" 489 244 246 487 466 565
"50855" 93 90 44 162 205 199
"84080" 160 178 115 401 289 416
"388284" 232 297 251 256 265 288
"81577" 249 193 316 465 602 750
"57610" 1171 949 1247 1429 1513 1836
"55815" 2 18 16 26 17 42
"80152" 1779 1612 1732 1452 1441 1742
"57215" 1715 1840 1595 1498 1501 1624
"10204" 1174 602 866 2722 2714 3198
"23644" 6714 6378 7388 4025 4275 4624
"123904" 99 71 138 21 6 24
"5681" 286 411 379 2357 2359 2577
"1506" 918 1417 1179 167 228 235
"5699" 4610 4341 4433 3009 3406 4013
"3931" 143 290 235 166 179 158
"6560" 1648 2637 1651 2221 2390 2413
"64180" 108 169 64 10 33 13
"64174" 3104 3005 3299 1777 2230 2712
"55794" 1276 1028 882 1225 1324 1539
"54920" 573 706 485 865 887 1034
"4775" 1634 2224 2261 3584 4336 4599
"80004" 191 270 308 624 851 610
"23659" 854 1056 1212 7459 9932 12865
"9057" 2311 2329 3814 2490 2901 3154
"84138" 200 125 256 372 401 390
"54496" 489 360 599 845 1033 1029
"55512" 132 192 186 20 60 35
"146198" 297 242 356 412 619 609
"1001" 0 0 0 0 0 2
"999" 0 0 0 4 4 10
"79613" 291 223 336 991 1143 1062
"3038" 168 124 192 19 34 18
"54921" 1280 992 1282 3765 4469 4783
